"СПРАВКА
за минималния и максималния бал по паралелки
339,2216001,"1 Средно училище ""Пенчо П. Славейков""",4880,"Маркетингови проучвания - АЕ интензивно, ИЕ",0,0,0,0,0,0
340,2224022,"22 Средно езиково училище ""Георги Стойков Раковски""",2565,"Хуманитарен - БЕЛ/Фил, АЕ интензивно, ИЕ",0,0,0,0,0,0
341,2220029,"29. Средно училище ""Кузман Шапкарев""",4459,"Природни науки - АЕ разширено, БЗО и ХООС",0,0,0,0,0,0
342,2202002,"2 Средно училище ""Академик Емилиян Станев """,0957,"Предприемачески -АЕ интензивно, ИЕ, Предприемачество и ГИ",0,0,0,0,0,0
343,2204030,"30 СРЕДНО УЧИЛИЩЕ ""БРАТЯ МИЛАДИНОВИ""",2602,"Природни науки - АЕ интензивно, ИЕ",0,0,0,0,0,0
344,2221031,"31 Средно училище за чужди езици и математика ""Иван Вазов""",2766,"Чужди езици - ИЕ интензивно, АЕ",0,0,0,0,0,0
345,2204032,"32. СРЕДНО УЧИЛИЩЕ С ИЗУЧАВАНЕ НА ЧУЖДИ ЕЗИЦИ ""СВЕТИ КЛИМЕНТ ОХРИДСКИ""",3372,"Природни науки - АЕ интензивно, ИЕ, БЗО и ХООС",0,0,0,0,0,0
346,2204032,"32. СРЕДНО УЧИЛИЩЕ С ИЗУЧАВАНЕ НА ЧУЖДИ ЕЗИЦИ ""СВЕТИ КЛИМЕНТ ОХРИДСКИ""",3371,"Софтуерни и хардуерни науки - АЕ интензивно, НЕ",0,0,0,0,0,0
347,2211035,"35. СРЕДНО ЕЗИКОВО УЧИЛИЩЕ ""ДОБРИ ВОЙНИКОВ""",0390,"Чужди езици - ФЕ интензивно, РЕ",0,0,0,0,0,0
348,2224073,"73.СУ с преподаване на чужди езици ""Владислав Граматик""",2658,"Чужди езици - НЕ интензивно, АЕ",0,0,0,0,0,0
349,2224073,"73.СУ с преподаване на чужди езици ""Владислав Граматик""",2656,"Чужди езици - НЕ интензивно, ФЕ",0,0,0,0,0,0
350,2222007,"7. СРЕДНО УЧИЛИЩЕ ""СВ. СЕДМОЧИСЛЕНИЦИ""",0360,"Икономическо развитие - АЕ интензивно, НЕ",0,0,0,0,0,0
351,2221094,"94 СРЕДНО УЧИЛИЩЕ ""Димитър Страшимиров""",2539,Логистика на товари и услуги - куриер,0,0,0,0,0,0
352,2211304,"Национална природо-математическа гимназия ""Академик Любомир Чакалов""",0830,Математически - АЕ ФА М,0,0,0,0,0,0
353,2211304,"Национална природо-математическа гимназия ""Академик Любомир Чакалов""",0835,Природни науки - АЕ БЗО ХООС,0,0,0,0,0,0
354,2211304,"Национална природо-математическа гимназия ""Академик Любомир Чакалов""",0843,Природни науки - АЕ ХООС БЗО,0,0,0,0,0,0
355,2211304,"Национална природо-математическа гимназия ""Академик Любомир Чакалов""",4091,Природни науки - НЕ БЗО ХООС,0,0,0,0,0,0
356,2204402,"НАЦИОНАЛНА ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ПРЕЦИЗНА ТЕХНИКА И ОПТИКА ""М. В. Ломоносов""",0321,"Кинотехника, аудио- и видеосистеми - АЕ",0,0,0,0,0,0
357,2204402,"НАЦИОНАЛНА ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ПРЕЦИЗНА ТЕХНИКА И ОПТИКА ""М. В. Ломоносов""",3955,Програмиране на изкуствен интелект - АЕ,0,0,0,0,0,0
358,2224433,НАЦИОНАЛНА ТЪРГОВСКО - БАНКОВА ГИМНАЗИЯ,0751,"Банково дело - АЕ интензивно, ИЕ",0,0,0,0,0,0
359,2224433,НАЦИОНАЛНА ТЪРГОВСКО - БАНКОВА ГИМНАЗИЯ,0788,"Електронна търговия - АЕ интензивно, ИЕ",0,0,0,0,0,0
360,2224433,НАЦИОНАЛНА ТЪРГОВСКО - БАНКОВА ГИМНАЗИЯ,0941,"Електронна търговия - РЕ интензивно, АЕ",0,0,0,0,0,0
361,2211420,НАЦИОНАЛНА ФИНАНСОВО-СТОПАНСКА ГИМНАЗИЯ,2764,Икономика и мениджмънт - НЕ,0,0,0,0,0,0
362,2211420,НАЦИОНАЛНА ФИНАНСОВО-СТОПАНСКА ГИМНАЗИЯ,3603,Икономическа информатика - НЕ,0,0,0,0,0,0
363,2211420,НАЦИОНАЛНА ФИНАНСОВО-СТОПАНСКА ГИМНАЗИЯ,4388,Оперативно счетоводство - АЕ,0,0,0,0,0,0
364,2206410,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ВИСОКИ ТЕХНОЛОГИИ ""А. С. ПОПОВ""",2760,Приложно програмиране - АЕ интензивно; втори ЧЕ - Немски език,0,0,0,0,0,0
365,2224432,"Професионална гимназия по дизайн ""Елисавета Вазова""",1294,Графичен дизайн - НЕ,0,0,0,0,0,0
366,2224432,"Професионална гимназия по дизайн ""Елисавета Вазова""",1292,Интериорен дизайн - ИтЕ,0,0,0,0,0,0
367,2224432,"Професионална гимназия по дизайн ""Елисавета Вазова""",3856,Интериорен дизайн - ФЕ,0,0,0,0,0,0
368,2211417,"Професионална гимназия по облекло ""Княгиня Мария Луиза""",4674,"Театрален грим и перуки, АЕ, ФЕ",0,0,0,0,0,0
369,2204403,ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТЕКСТИЛНИ И КОЖЕНИ ИЗДЕЛИЯ,4507,Организация на туризма и свободното време - АЕ,0,0,0,0,0,0
370,2223431,ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТЕЛЕКОМУНИКАЦИИ,0743,Приложно програмиране - АЕ,0,0,0,0,0,0
371,2206409,"Професионална гимназия по транспорт и енергетика ""Хенри Форд""",2367,Автомобилна мехатроника (дуална) - АЕ,0,0,0,0,0,0
372,2206409,"Професионална гимназия по транспорт и енергетика ""Хенри Форд""",2376,Автотранспортна техника (дуална) - АЕ,0,0,0,0,0,0
373,2206409,"Професионална гимназия по транспорт и енергетика ""Хенри Форд""",2380,Ремонт на летателни апарати - АЕ,0,0,0,0,0,0
374,2216301,Първа английска езикова гимназия,0752,"Чужди езици - АЕ интензивно, ФЕ",0,0,0,0,0,0
375,2211419,"СОФИЙСКА ГИМНАЗИЯ ПО СТРОИТЕЛСТВО, АРХИТЕКТУРА И ГЕОДЕЗИЯ ""ХРИСТО БОТЕВ""",0735,Водно строителство - АЕ,0,0,0,0,0,0
376,2211419,"СОФИЙСКА ГИМНАЗИЯ ПО СТРОИТЕЛСТВО, АРХИТЕКТУРА И ГЕОДЕЗИЯ ""ХРИСТО БОТЕВ""",0762,Геодезия - АЕ,0,0,0,0,0,0
377,2211419,"СОФИЙСКА ГИМНАЗИЯ ПО СТРОИТЕЛСТВО, АРХИТЕКТУРА И ГЕОДЕЗИЯ ""ХРИСТО БОТЕВ""",0719,Строителство и архитектура - АЕ,0,0,0,0,0,0
378,2211419,"СОФИЙСКА ГИМНАЗИЯ ПО СТРОИТЕЛСТВО, АРХИТЕКТУРА И ГЕОДЕЗИЯ ""ХРИСТО БОТЕВ""",0973,Строителство и архитектура - НЕ,0,0,0,0,0,0
379,2211419,"СОФИЙСКА ГИМНАЗИЯ ПО СТРОИТЕЛСТВО, АРХИТЕКТУРА И ГЕОДЕЗИЯ ""ХРИСТО БОТЕВ""",0748,Транспортно строителство - АЕ,0,0,0,0,0,0
380,2216306,"Софийска математическа гимназия ""Паисий Хилендарски""",4486,Математически (математика и физика) - АЕ (РИЧЕ),0,0,0,0,0,0
381,2205408,"Софийска професионална гимназия ""Княгиня Евдокия""",4292,"Художествено осветление за театър, кино и телевизия - АЕ",0,0,0,0,0,0
382,2205407,"СОФИЙСКА ПРОФЕСИОНАЛНА ГИМНАЗИЯ по ЕЛЕКТРОНИКА ""Джон Атанасов""",2363,"Компютърна техника и технологии - АЕ, НЕ",0,0,0,0,0,0
383,2205407,"СОФИЙСКА ПРОФЕСИОНАЛНА ГИМНАЗИЯ по ЕЛЕКТРОНИКА ""Джон Атанасов""",4140,"Програмиране на роботи - АЕ, НЕ",0,0,0,0,0,0
384,2205407,"СОФИЙСКА ПРОФЕСИОНАЛНА ГИМНАЗИЯ по ЕЛЕКТРОНИКА ""Джон Атанасов""",2372,"Промишлена електроника - АЕ, НЕ",0,0,0,0,0,0
385,2213350,"Технологично училище ""Електронни системи"" към Технически Университет - София",4922,"Програмиране на изкуствен интелект - АЕ, НЕ",0,0,0,0,0,0
